BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;BaciaCodigo;3;
01/02/1989;67.4195;01/03/2018;94.5483857142857;01/02/1989;145.31124285714287;01/03/2002;131.25314285714288;01/03/1994;22.872114285714286;01/03/1994;55.2011;01/03/1994;84.66048571428571;01/02/2003;0.12507142857142856;01/02/2000;2.2516857142857143;01/04/1997;5.436042857142857;01/03/2005;281.0804142857143;null;null;01/04/1997;0.5215428571428572;01/04/2010;0.0;01/04/2016;0.0;01/03/1994;282.0;01/04/2002;302.86942857142856;null;null;01/04/1988;0.1410142857142857;01/04/1994;1.6028285714285713;01/04/2010;5.3120714285714286;01/04/2003;339.5834714285715;01/04/2014;0.0;01/04/1999;0.0;01/04/1994;0.0;
01/02/1990;71.0390857142857;01/03/2019;91.1332;01/02/1990;154.5841142857143;01/03/2003;125.20772857142856;01/03/1995;23.65382857142857;01/03/1995;61.935871428571424;01/03/1995;91.77864285714286;01/02/2004;0.05165714285714286;01/02/2001;1.647142857142857;01/04/1998;0.6686;01/03/2006;268.7412142857143;null;null;01/04/1998;0.05220000000000001;01/04/2011;0.0;01/04/2017;0.0;01/03/1995;295.7807142857143;01/04/2003;302.49549999999994;null;null;01/04/1989;0.4776142857142857;01/04/1995;1.6019285714285716;01/04/2011;1.6955571428571425;01/04/2004;328.5822285714286;01/04/2016;0.0;01/04/2000;0.0;01/04/1995;0.7967142857142857;
01/02/1991;65.62160000000002;null;null;01/02/1991;139.3682;01/03/2004;131.65302857142856;01/03/1996;22.153914285714283;01/03/1996;55.39461428571428;01/03/1996;88.51278571428573;01/02/2005;0.0408;01/02/2002;1.4914;01/04/1999;1.6588571428571428;01/03/2007;253.70499999999998;null;null;01/04/2000;0.036899999999999995;01/04/2012;0.0;01/04/2018;0.0;01/03/1996;283.2455714285714;01/04/2004;308.1689428571429;null;null;01/04/1990;0.002471428571428572;01/04/1996;2.1423;01/04/2012;1.1455857142857142;01/04/2005;295.5160285714286;01/04/2017;0.0;01/04/2001;0.0;01/04/1996;3.0914285714285716;
01/02/1992;72.18449999999999;null;null;01/02/1992;137.94777142857143;01/03/2005;134.09948571428572;01/03/1997;25.761514285714288;01/03/1997;61.530071428571425;01/03/1997;94.59755714285713;01/02/2006;0.1464857142857143;01/02/2003;1.4804714285714287;01/04/2000;2.3626714285714283;01/03/2008;274.21667142857143;null;null;01/04/2001;0.0017;01/04/2013;0.0;01/04/2019;1.4285714285714287E-4;01/03/1997;309.2735285714286;01/04/2005;279.3523;null;null;01/04/1991;0.0;01/04/1997;1.0019;01/04/2013;0.5509000000000001;01/04/2006;348.98184285714285;01/04/2018;0.0;01/04/2002;0.0;01/04/1997;3.325928571428572;
01/02/1993;68.23368571428571;null;null;01/02/1993;128.0785;01/03/2006;136.77407142857143;01/03/1998;22.65397142857143;01/03/1998;55.90685714285714;01/03/1998;73.6981;01/02/2007;0.059800000000000006;01/02/2004;1.5690428571428572;01/04/2001;1.6926000000000003;01/03/2009;323.5821428571429;null;null;01/04/2002;0.016585714285714287;01/04/2014;0.0;null;null;01/03/1998;263.3945428571429;01/04/2006;304.2979142857143;null;null;01/04/1992;0.0;01/04/1998;0.8100000000000003;01/04/2014;0.5762428571428571;01/04/2007;306.19340000000005;01/04/2019;0.0;01/04/2003;0.0;01/04/1998;1.023;
01/02/1994;68.04742857142857;null;null;01/02/1994;127.56969999999998;01/03/2007;125.00865714285713;01/03/1999;23.19142857142857;01/03/1999;50.4515;01/03/1999;75.35452857142856;01/02/2009;0.09254285714285715;01/02/2005;1.7148714285714284;01/04/2002;1.6770571428571428;01/03/2010;284.2518857142857;null;null;01/04/2003;0.1378;01/04/2017;0.0;null;null;01/03/1999;295.9464;01/04/2007;271.1524;null;null;01/04/1993;0.0;01/04/1999;0.7200000000000001;01/04/2017;0.0;01/04/2008;340.66528571428574;null;null;01/04/2004;0.0;01/04/1999;2.998742857142857;
01/02/1995;68.23368571428571;null;null;01/02/1995;128.9268;01/03/2008;124.01504285714284;01/03/2000;25.483128571428573;01/03/2000;60.767557142857136;01/03/2000;91.45028571428573;01/02/2011;0.0;01/02/2007;0.9863999999999999;01/04/2003;1.0937714285714286;01/03/2011;278.9725142857142;null;null;01/04/2004;0.4259;01/04/2018;0.0;null;null;01/03/2000;286.8445;01/04/2008;281.56707142857147;null;null;01/04/1994;0.0;01/04/2000;0.6729;null;null;01/04/2009;347.21867142857144;null;null;01/04/2005;0.0;01/04/2000;2.191928571428572;
01/02/1996;65.36919999999999;null;null;01/02/1996;126.72590000000001;01/03/2009;141.76038571428572;01/03/2001;24.243614285714283;01/03/2001;57.58584285714284;01/03/2001;86.57722857142856;01/02/2013;0.0;01/02/2008;1.5070000000000001;01/04/2004;2.2805285714285715;01/03/2012;268.6658428571429;null;null;01/04/2005;0.5045000000000001;01/04/2019;0.0;null;null;01/03/2001;311.99692857142855;01/04/2009;297.3310428571428;null;null;01/04/1995;0.007214285714285715;01/04/2001;0.8100000000000003;null;null;01/04/2010;258.6983714285714;null;null;01/04/2006;0.0;01/04/2001;1.3991000000000002;
01/02/1997;73.04195714285714;null;null;01/02/1997;140.08342857142856;01/03/2010;119.86919999999999;01/03/2002;22.186657142857143;01/03/2002;55.39461428571428;01/03/2002;89.97755714285714;01/02/2014;0.0;01/02/2009;2.3042857142857147;01/04/2005;1.9574857142857145;01/03/2013;241.1267;null;null;01/04/2008;0.10562857142857142;null;null;null;null;01/03/2002;283.9027142857143;01/04/2010;276.59509999999995;null;null;01/04/1996;0.006828571428571429;01/04/2002;0.3581857142857143;null;null;01/04/2011;277.9838571428571;null;null;01/04/2008;0.0;01/04/2002;1.2026000000000001;
01/02/1998;68.9915142857143;null;null;01/02/1998;112.53414285714287;01/03/2011;127.06974285714284;01/03/2003;21.65625714285714;01/03/2003;53.4841;01/03/2003;86.89847142857141;01/02/2017;0.0;01/02/2011;1.0395857142857143;01/04/2006;2.1994285714285713;01/03/2014;240.5637;null;null;01/04/2009;0.2514;null;null;null;null;01/03/2003;306.8199714285714;01/04/2011;262.8391142857143;null;null;01/04/1997;0.0;01/04/2003;0.46220000000000006;null;null;01/04/2012;233.12291428571433;null;null;01/04/2009;0.0;01/04/2003;1.9154285714285717;
01/02/1999;68.89171428571429;null;null;01/02/1999;132.98648571428572;01/03/2012;122.68575714285716;01/03/2004;22.754314285714287;01/03/2004;54.62758571428572;01/03/2004;88.8376;null;null;01/02/2012;0.6094;01/04/2007;0.7779428571428572;01/03/2015;267.3469;null;null;01/04/2010;0.31360000000000005;null;null;null;null;01/03/2004;252.83795714285716;01/04/2012;264.5774428571429;null;null;01/04/1998;0.0;01/04/2004;1.0957;null;null;01/04/2013;232.5464142857143;null;null;01/04/2011;0.0;01/04/2004;2.9524000000000004;
01/02/2000;68.14087142857143;null;null;01/02/2000;140.13935714285714;01/03/2013;123.77987142857144;01/03/2005;21.6232;01/03/2005;61.63065714285714;01/03/2005;93.59569999999998;null;null;01/02/2013;0.5560857142857143;01/04/2008;1.5262857142857145;01/03/2016;256.80347142857147;null;null;01/04/2011;0.09574285714285714;null;null;null;null;01/03/2005;244.8279142857143;01/04/2013;264.5798857142857;null;null;01/04/1999;0.0;01/04/2005;1.0462428571428573;null;null;01/04/2014;262.3136;null;null;01/04/2012;0.0;01/04/2005;0.2753999999999999;
01/02/2001;66.6572;null;null;01/02/2001;128.31015714285715;01/03/2014;120.50524285714287;01/03/2006;21.95411428571429;01/03/2006;62.526371428571416;01/03/2006;100.33574285714285;null;null;01/02/2014;0.5305;01/04/2009;1.7093428571428573;01/03/2017;246.02015714285713;null;null;01/04/2012;0.06574285714285713;null;null;null;null;01/03/2006;282.7516857142857;01/04/2014;270.19380000000007;null;null;01/04/2000;0.004528571428571429;01/04/2006;0.8773;null;null;01/04/2015;268.74665714285715;null;null;01/04/2013;0.0;01/04/2006;0.0;
01/02/2002;68.7934;null;null;01/02/2002;125.80925714285715;01/03/2015;109.70035714285714;01/03/2007;19.158971428571427;01/03/2007;58.1514;01/03/2007;89.16241428571428;null;null;null;null;01/04/2010;0.6997857142857143;01/03/2018;248.7617;null;null;01/04/2013;0.0;null;null;null;null;01/03/2007;266.7422000000001;01/04/2015;239.78207142857144;null;null;01/04/2001;0.0;01/04/2007;0.496;null;null;01/04/2016;257.8346857142857;null;null;01/04/2014;0.0;01/04/2007;0.0;
01/02/2003;62.36922857142857;null;null;01/02/2003;120.6825;01/03/2016;98.53750000000001;01/03/2008;20.412442857142857;01/03/2008;57.19067142857143;01/03/2008;93.59832857142855;null;null;null;null;01/04/2011;1.2042428571428572;01/03/2019;248.36912857142855;null;null;null;null;null;null;null;null;01/03/2008;279.22839999999997;01/04/2016;266.4608142857143;null;null;01/04/2002;0.0;01/04/2008;1.1130428571428572;null;null;01/04/2017;254.0547857142857;null;null;01/04/2015;0.011528571428571428;01/04/2008;0.7126;
01/02/2004;65.64472857142857;null;null;01/02/2004;128.89028571428574;01/03/2017;95.56174285714285;01/03/2009;21.19535714285714;01/03/2009;74.5846;01/03/2009;113.3264;null;null;null;null;01/04/2013;0.0;null;null;null;null;null;null;null;null;null;null;01/03/2009;295.5502571428571;01/04/2017;249.1809142857143;null;null;01/04/2003;0.0;01/04/2009;4.2116999999999996;null;null;01/04/2018;296.1578;null;null;01/04/2016;0.03171428571428571;01/04/2009;4.467071428571429;
01/02/2005;65.36919999999999;null;null;01/02/2005;128.31015714285715;01/03/2018;104.26068571428571;01/03/2010;19.000071428571427;01/03/2010;64.00225714285713;01/03/2010;93.7620857142857;null;null;null;null;01/04/2014;0.0;null;null;null;null;null;null;null;null;null;null;01/03/2010;285.1988285714286;01/04/2018;240.3433428571429;null;null;01/04/2004;0.0;01/04/2010;3.3996999999999997;null;null;null;null;null;null;01/04/2018;0.19358571428571428;01/04/2010;0.0;
01/02/2006;75.55074285714285;null;null;01/02/2006;131.61508571428573;null;null;01/03/2011;19.7987;01/03/2011;63.607971428571425;01/03/2011;93.9284714285714;null;null;null;null;01/04/2015;0.0;null;null;null;null;null;null;null;null;null;null;01/03/2011;263.91191428571426;null;null;null;null;01/04/2005;0.0;01/04/2011;1.2182;null;null;null;null;null;null;null;null;01/04/2011;2.9987428571428576;
01/02/2007;69.54055714285714;null;null;01/02/2007;120.87375714285713;null;null;01/03/2012;19.06358571428571;01/03/2012;57.671042857142865;01/03/2012;86.7383;null;null;null;null;01/04/2016;0.0;null;null;null;null;null;null;null;null;null;null;01/03/2012;280.19519999999994;null;null;null;null;01/04/2006;0.0;01/04/2012;0.8087;null;null;null;null;null;null;null;null;01/04/2012;0.0;
01/02/2008;67.26344285714285;null;null;01/02/2008;121.62697142857142;null;null;01/03/2013;19.03182857142857;01/03/2013;58.34395714285713;01/03/2013;87.86490000000002;null;null;null;null;01/04/2017;0.0;null;null;null;null;null;null;null;null;null;null;01/03/2013;262.34470000000005;null;null;null;null;01/04/2007;0.0;01/04/2013;0.4973;null;null;null;null;null;null;null;null;01/04/2013;0.0;
01/02/2009;74.1782857142857;null;null;01/02/2009;140.13847142857142;null;null;01/03/2014;18.52565714285714;01/03/2014;59.697671428571425;01/03/2014;85.77637142857144;null;null;null;null;01/04/2018;0.0;null;null;null;null;null;null;null;null;null;null;01/03/2014;286.3398857142857;null;null;null;null;01/04/2008;0.0;01/04/2014;0.4135;null;null;null;null;null;null;null;null;01/04/2014;0.0;
01/02/2010;65.29359999999998;null;null;01/02/2010;122.0022;null;null;01/03/2015;18.305514285714285;01/03/2015;52.73227142857143;01/03/2015;73.48625714285713;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/03/2015;273.24825714285714;null;null;null;null;01/04/2009;0.4963714285714286;01/04/2015;0.17389999999999997;null;null;null;null;null;null;null;null;01/04/2015;0.0;
01/02/2011;65.9477;null;null;01/02/2011;123.3283;null;null;01/03/2016;16.327428571428573;01/03/2016;44.91842857142857;01/03/2016;67.28652857142855;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/03/2016;235.5520285714286;null;null;null;null;01/04/2010;0.0;01/04/2016;0.2799857142857142;null;null;null;null;null;null;null;null;01/04/2016;0.0;
01/02/2012;63.530428571428565;null;null;01/02/2012;119.93198571428572;null;null;01/03/2017;14.360171428571428;01/03/2017;42.77307142857143;01/03/2017;66.17965714285714;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/03/2017;238.82099999999997;null;null;null;null;01/04/2011;0.0;01/04/2017;0.0;null;null;null;null;null;null;null;null;01/04/2017;0.0;
01/02/2013;63.25387142857142;null;null;01/02/2013;118.4356;null;null;01/03/2018;14.80534285714286;01/03/2018;53.34321428571428;01/03/2018;77.38471428571428;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/03/2018;220.40689999999998;null;null;null;null;01/04/2012;0.0;01/04/2018;0.2735;null;null;null;null;null;null;null;null;01/04/2018;0.0;
01/02/2014;58.88510000000001;null;null;01/02/2014;115.28352857142856;null;null;01/03/2019;15.586914285714286;01/03/2019;53.29624285714285;01/03/2019;73.0786;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/04/2013;0.0;null;null;null;null;null;null;null;null;null;null;01/04/2019;0.0;
01/02/2015;58.39209999999999;null;null;01/02/2015;110.80891428571428;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/04/2014;0.0;null;null;null;null;null;null;null;null;null;null;null;null;
01/02/2016;55.7729;null;null;01/02/2016;105.87844285714287;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/04/2017;0.0;null;null;null;null;null;null;null;null;null;null;null;null;
01/02/2017;54.327528571428566;null;null;01/02/2017;100.44039999999998;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/04/2018;0.0;null;null;null;null;null;null;null;null;null;null;null;null;
01/02/2018;57.010300000000015;null;null;01/02/2018;108.3546;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;01/04/2019;0.0;null;null;null;null;null;null;null;null;null;null;null;null;
01/02/2019;56.12575714285714;null;null;01/02/2019;109.68132857142857;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
